farmer_id,state,crop,season,land_size_acres,experience_years,irrigation_type,yield_quintal_per_acre,market_price_per_quintal,estimated_revenue_inr
F02420,Madhya Pradesh,kidneybeans,Kharif,2.4,3,Drip,9.37,1272.47,28615.31
F04232,Haryana,apple,Zaid,2.94,8,Borewell,17.26,3389.04,171974.8
F04698,Maharashtra,pomegranate,Zaid,2.4,17,Sprinkler,16.59,3208.53,127750.83
F02642,West Bengal,maize,Zaid,2.51,20,Rain-fed,14.13,4001.94,141934.0
F04222,West Bengal,mothbeans,Kharif,4.51,0,Canal,23.79,2149.73,230650.77
F00727,Haryana,chickpea,Zaid,5.85,13,Canal,24.95,1810.28,264223.94
F00827,West Bengal,banana,Rabi,3.5,9,Sprinkler,23.05,500.0,40337.5
F01522,Andhra Pradesh,apple,Zaid,6.58,10,Borewell,5.06,2707.49,90145.34
F03912,Punjab,orange,Kharif,1.12,15,Canal,15.8,3324.76,58834.95
F04938,Rajasthan,blackgram,Kharif,1.23,16,Sprinkler,9.99,2576.03,31653.48
F02931,Haryana,maize,Zaid,2.39,6,Drip,20.93,1649.03,82488.93
F00137,Maharashtra,kidneybeans,Rabi,2.47,6,Borewell,18.23,2406.7,108369.13
F03591,Haryana,pigeonpeas,Kharif,2.33,20,Rain-fed,24.59,2219.09,127142.1
F00629,Punjab,apple,Rabi,4.72,11,Rain-fed,10.98,1704.87,88355.91
F00335,Rajasthan,papaya,Kharif,4.09,20,Borewell,20.01,1125.85,92140.58
F03854,Rajasthan,mango,Rabi,0.64,20,Rain-fed,28.3,1624.7,29426.57
F00391,Haryana,orange,Zaid,2.95,15,Sprinkler,31.83,2273.68,213495.14
F04935,Maharashtra,pomegranate,Rabi,3.7,17,Rain-fed,16.28,954.9,57519.36
F05073,Madhya Pradesh,muskmelon,Kharif,4.23,21,Canal,15.43,2061.04,134521.81
F04129,Uttar Pradesh,kidneybeans,Zaid,1.76,9,Sprinkler,12.93,2749.24,62563.9
F01818,West Bengal,pigeonpeas,Rabi,1.54,17,Sprinkler,20.85,2103.16,67530.36
F03991,Rajasthan,lentil,Zaid,1.9,23,Canal,9.41,2646.05,47308.73
F00401,West Bengal,cotton,Kharif,1.02,18,Rain-fed,9.11,2806.94,26082.65
F00711,Uttar Pradesh,papaya,Kharif,1.92,1,Borewell,27.72,500.0,26611.2
F01040,Maharashtra,rice,Kharif,4.08,24,Borewell,14.81,2481.06,149917.55
F00778,Tamil Nadu,pomegranate,Zaid,2.81,16,Borewell,17.19,1683.76,81332.17
F03360,Karnataka,muskmelon,Zaid,0.67,10,Rain-fed,17.66,2470.51,29231.57
F00047,Punjab,pigeonpeas,Kharif,5.48,21,Drip,12.92,2425.49,171728.57
F01562,Andhra Pradesh,watermelon,Zaid,0.37,0,Sprinkler,15.72,3079.43,17911.2
F03949,Madhya Pradesh,orange,Zaid,4.01,6,Sprinkler,26.16,1349.23,141536.39
F04995,Uttar Pradesh,mango,Zaid,0.55,11,Canal,12.18,3266.06,21879.34
F05121,Punjab,grapes,Zaid,3.11,12,Rain-fed,9.81,2356.05,71880.97
F03643,Rajasthan,mothbeans,Rabi,3.07,17,Drip,12.67,1486.59,57823.74
F03727,Haryana,coffee,Zaid,1.34,13,Rain-fed,13.26,2371.26,42133.5
F05040,Punjab,blackgram,Rabi,3.64,16,Canal,24.18,2286.2,201220.35
F01113,Haryana,blackgram,Zaid,5.34,9,Sprinkler,23.45,2950.57,369479.23
F02514,Madhya Pradesh,watermelon,Kharif,6.39,28,Sprinkler,19.9,1998.25,254099.47
F03609,Rajasthan,mungbean,Rabi,1.64,2,Borewell,19.29,1765.83,55863.09
F01224,West Bengal,watermelon,Kharif,1.29,1,Canal,13.96,2821.98,50819.34
F05054,Karnataka,mungbean,Zaid,10.99,16,Rain-fed,15.64,826.48,142058.36
F03024,Rajasthan,chickpea,Rabi,5.54,14,Sprinkler,10.71,2148.19,127459.42
F02422,West Bengal,apple,Rabi,1.97,6,Borewell,11.54,2353.59,53506.04
F01509,Uttar Pradesh,banana,Kharif,3.43,17,Drip,26.24,3299.25,296943.06
F01751,Uttar Pradesh,orange,Kharif,8.6,4,Sprinkler,15.81,2104.19,286098.3
F05034,Rajasthan,muskmelon,Rabi,10.31,0,Drip,17.87,1913.09,352467.13
F04265,Tamil Nadu,maize,Kharif,1.29,13,Sprinkler,16.5,2661.47,56649.39
F04063,Uttar Pradesh,coconut,Rabi,2.05,7,Rain-fed,16.93,1925.42,66824.59
F01800,West Bengal,pomegranate,Rabi,5.32,25,Drip,8.18,1798.97,78286.86
F00339,West Bengal,chickpea,Rabi,3.1,14,Rain-fed,19.3,776.2,46440.05
F00216,Tamil Nadu,pomegranate,Rabi,3.26,2,Sprinkler,23.61,1353.21,104154.68
F03664,West Bengal,pomegranate,Rabi,9.44,18,Drip,23.92,1857.79,419497.9
F01342,Haryana,jute,Kharif,1.75,0,Rain-fed,5.48,1314.51,12606.15
F00012,Maharashtra,maize,Kharif,4.81,19,Borewell,16.86,2517.63,204171.23
F03887,Uttar Pradesh,banana,Kharif,3.9,33,Drip,12.72,2007.54,99590.04
F01521,Bihar,kidneybeans,Rabi,2.52,26,Canal,20.91,2005.49,105675.69
F03895,Bihar,banana,Zaid,7.46,19,Sprinkler,25.59,2474.97,472475.24
F03641,West Bengal,mungbean,Kharif,1.39,24,Borewell,28.96,2368.26,95332.89
F00330,Punjab,watermelon,Kharif,1.79,9,Drip,25.85,2599.9,120301.27
F01041,Haryana,orange,Kharif,1.45,2,Sprinkler,14.23,2736.4,56461.51
F03005,Rajasthan,watermelon,Rabi,4.7,3,Drip,23.75,1796.23,200504.17
F02865,Punjab,muskmelon,Kharif,7.99,28,Drip,25.11,1790.92,359310.31
F04027,West Bengal,pomegranate,Kharif,5.76,13,Canal,16.33,2585.69,243212.07
F03116,Gujarat,rice,Zaid,6.48,16,Sprinkler,7.38,2740.97,131079.76
F05037,West Bengal,kidneybeans,Rabi,2.62,5,Rain-fed,19.03,3335.29,166292.89
F02323,West Bengal,coconut,Kharif,3.71,3,Sprinkler,23.97,3137.72,279033.36
F02572,Karnataka,kidneybeans,Rabi,3.06,8,Canal,16.08,2482.27,122139.6
F02914,Punjab,blackgram,Rabi,0.54,0,Drip,14.56,2326.87,18294.78
F00102,Maharashtra,watermelon,Zaid,2.54,11,Sprinkler,18.69,3188.44,151363.54
F03550,Bihar,papaya,Zaid,0.85,18,Borewell,13.12,2801.5,31242.33
F01459,Rajasthan,mango,Zaid,6.3,5,Canal,15.27,1401.55,134830.51
F00172,Madhya Pradesh,kidneybeans,Kharif,4.16,0,Sprinkler,14.27,2162.69,128384.2
F04368,Karnataka,chickpea,Zaid,1.35,25,Borewell,13.16,2574.43,45737.32
F03570,Bihar,papaya,Kharif,1.98,13,Rain-fed,26.49,1845.08,96774.82
F04292,Haryana,chickpea,Zaid,2.17,7,Rain-fed,20.82,2563.72,115827.33
F00939,Karnataka,mango,Rabi,1.31,12,Drip,22.33,3290.98,96268.73
F00061,Uttar Pradesh,grapes,Rabi,1.17,11,Canal,13.34,2103.72,32834.44
F01241,Haryana,jute,Kharif,4.63,0,Canal,19.51,2949.19,266404.17
F04358,Madhya Pradesh,blackgram,Zaid,2.14,16,Borewell,15.99,2651.93,90745.33
F02121,Maharashtra,papaya,Rabi,2.41,15,Rain-fed,21.59,2768.5,144050.32
F01525,Punjab,mungbean,Kharif,0.29,23,Rain-fed,18.57,3553.65,19137.47
F00154,Karnataka,papaya,Zaid,1.01,28,Drip,22.84,1414.71,32635.1
F00482,Madhya Pradesh,pomegranate,Kharif,1.31,11,Borewell,17.53,2639.61,60616.8
F03921,Tamil Nadu,apple,Kharif,2.54,25,Rain-fed,10.29,2006.9,52453.54
F01763,Rajasthan,pigeonpeas,Zaid,2.91,14,Drip,20.08,3274.87,191359.82
F00751,Uttar Pradesh,mothbeans,Kharif,2.56,20,Canal,37.71,1992.42,192343.44
F01786,Tamil Nadu,watermelon,Zaid,3.73,7,Sprinkler,19.2,2329.62,166838.07
F02712,Gujarat,lentil,Zaid,5.1,19,Drip,19.33,1959.83,193205.92
F01334,Karnataka,lentil,Rabi,1.59,14,Borewell,18.46,500.0,14675.7
F04635,Gujarat,blackgram,Zaid,1.56,18,Drip,14.17,2862.66,63279.67
F02855,Rajasthan,banana,Kharif,0.82,24,Sprinkler,17.91,1762.9,25890.3
F00187,West Bengal,watermelon,Kharif,2.63,3,Sprinkler,9.16,2454.36,59127.5
F01137,West Bengal,coconut,Zaid,4.03,20,Rain-fed,11.21,2432.17,109876.44
F02059,Uttar Pradesh,orange,Kharif,1.57,19,Drip,28.0,2557.79,112440.45
F04370,Bihar,jute,Kharif,3.99,12,Drip,13.92,2922.53,162319.65
F00149,Karnataka,pigeonpeas,Zaid,4.31,14,Borewell,16.04,1531.4,105869.36
F03364,Haryana,rice,Kharif,4.24,0,Rain-fed,12.48,3040.25,160875.44
F02867,Haryana,mothbeans,Zaid,8.97,10,Drip,17.74,2449.86,389840.83
F03777,Tamil Nadu,pigeonpeas,Zaid,0.41,9,Sprinkler,19.43,4045.04,32224.0
F01387,Tamil Nadu,rice,Zaid,1.72,0,Borewell,20.25,3275.44,114083.58
F04923,Rajasthan,lentil,Rabi,0.49,13,Rain-fed,11.35,1402.96,7802.56
F03630,Tamil Nadu,rice,Rabi,1.24,2,Rain-fed,7.78,1835.9,17711.29
F04687,Uttar Pradesh,mungbean,Rabi,2.47,11,Sprinkler,22.17,2424.62,132771.95
F03029,Uttar Pradesh,maize,Zaid,4.48,8,Rain-fed,13.33,1098.91,65625.15
F02970,West Bengal,rice,Zaid,1.32,15,Drip,23.86,3239.8,102038.15
F04533,Madhya Pradesh,cotton,Zaid,5.28,1,Rain-fed,15.57,2127.39,174891.88
F01709,West Bengal,cotton,Zaid,2.48,11,Borewell,16.52,2512.81,102948.82
F02954,Punjab,grapes,Rabi,3.22,16,Drip,23.05,1599.44,118712.04
F00455,Gujarat,kidneybeans,Zaid,2.4,8,Rain-fed,12.13,2222.39,64698.22
F00610,Gujarat,cotton,Kharif,3.41,0,Drip,15.26,1769.91,92100.1
F04422,Andhra Pradesh,cotton,Rabi,9.25,16,Borewell,10.6,2394.99,234828.77
F02075,Andhra Pradesh,chickpea,Zaid,7.22,17,Sprinkler,12.74,3028.8,278597.5
F04053,Madhya Pradesh,mungbean,Rabi,7.91,33,Canal,24.3,1824.09,350613.81
F04237,Tamil Nadu,kidneybeans,Zaid,3.41,21,Drip,18.41,3051.96,191596.25
F01623,Uttar Pradesh,kidneybeans,Zaid,5.14,9,Rain-fed,20.67,1235.81,131297.15
F04569,Karnataka,cotton,Zaid,2.48,20,Canal,20.81,2732.54,141023.11
F00041,Uttar Pradesh,coffee,Zaid,5.32,10,Borewell,14.17,3215.03,242363.11
F02090,Karnataka,lentil,Zaid,1.57,6,Rain-fed,17.63,1851.56,51249.51
F03925,Tamil Nadu,lentil,Rabi,3.29,0,Borewell,20.44,2306.37,155097.85
F02176,Haryana,mothbeans,Kharif,5.06,28,Canal,25.1,2164.9,274955.29
F00075,Maharashtra,mothbeans,Rabi,1.81,13,Borewell,14.53,2170.68,57087.36
F04173,Gujarat,mango,Kharif,1.45,5,Sprinkler,21.06,2832.01,86481.09
F05128,Haryana,mungbean,Rabi,3.9,15,Drip,13.58,2695.74,142771.78
F02658,Gujarat,lentil,Rabi,4.11,34,Rain-fed,14.78,2633.69,159985.61
F03181,Gujarat,rice,Rabi,0.91,0,Sprinkler,13.27,1021.06,12330.01
F02077,Punjab,jute,Zaid,0.93,13,Drip,11.81,1898.68,20853.77
F00442,Punjab,chickpea,Rabi,0.98,18,Borewell,25.62,1971.74,49505.66
F02052,Tamil Nadu,rice,Kharif,4.97,7,Canal,13.03,2855.91,184946.16
F02542,Andhra Pradesh,mothbeans,Zaid,0.91,19,Sprinkler,20.26,2205.23,40656.94
F01302,Rajasthan,grapes,Kharif,2.04,20,Rain-fed,7.0,2348.7,33539.44
F03431,Madhya Pradesh,jute,Kharif,1.07,19,Rain-fed,14.26,1077.82,16445.59
F01305,Madhya Pradesh,lentil,Rabi,2.17,20,Sprinkler,10.17,2590.48,57169.04
F00237,Karnataka,chickpea,Kharif,1.59,12,Rain-fed,10.14,2492.51,40185.74
F04347,Uttar Pradesh,papaya,Kharif,2.43,10,Borewell,26.45,2604.83,167421.54
F02600,Maharashtra,pomegranate,Kharif,1.0,20,Canal,21.37,2419.65,51707.92
F02574,Madhya Pradesh,pigeonpeas,Kharif,3.6,8,Borewell,14.0,2942.2,148286.88
F03281,Gujarat,kidneybeans,Rabi,3.22,8,Canal,6.07,2390.62,46725.62
F03187,Maharashtra,papaya,Zaid,1.3,21,Rain-fed,20.72,2915.72,78537.83
F03954,Tamil Nadu,banana,Zaid,0.45,14,Drip,19.77,1712.52,15235.43
F02769,Punjab,coffee,Zaid,4.73,20,Borewell,27.36,2110.27,273095.95
F02107,Maharashtra,lentil,Kharif,2.8,26,Canal,19.4,2791.18,151616.9
F02680,Andhra Pradesh,coffee,Rabi,2.29,8,Rain-fed,15.65,1324.7,47475.26
F02762,Madhya Pradesh,maize,Zaid,7.2,15,Drip,18.1,2747.81,358094.6
F01388,Rajasthan,grapes,Rabi,6.95,5,Rain-fed,20.14,2622.25,367044.2
F04886,Bihar,mothbeans,Rabi,5.21,18,Borewell,20.29,2406.24,254365.8
F04710,Rajasthan,apple,Kharif,2.82,20,Canal,21.13,2240.73,133517.48
F01280,Andhra Pradesh,mango,Zaid,5.26,28,Rain-fed,20.1,2533.73,267881.14
F05098,Tamil Nadu,papaya,Zaid,3.72,9,Sprinkler,17.64,2669.35,175164.88
F01556,Punjab,pomegranate,Rabi,0.34,35,Rain-fed,17.71,3305.31,19902.59
F03191,Gujarat,orange,Zaid,5.18,14,Drip,21.4,1897.51,210342.78
F04881,Andhra Pradesh,kidneybeans,Zaid,1.1,12,Rain-fed,14.94,3459.62,56855.4
F03595,Karnataka,coconut,Rabi,2.02,14,Borewell,30.69,2143.26,132868.83
F01921,Gujarat,coffee,Zaid,3.3,0,Borewell,24.23,1696.0,135610.46
F00514,Maharashtra,muskmelon,Zaid,5.14,22,Canal,15.48,1518.54,120825.98
F04178,West Bengal,banana,Rabi,7.22,9,Drip,9.32,1783.87,120037.33
F01309,Tamil Nadu,papaya,Kharif,0.97,11,Rain-fed,17.11,3453.75,57320.85
F00915,Tamil Nadu,banana,Zaid,1.79,25,Drip,20.51,1027.58,37725.44
F03453,Punjab,papaya,Rabi,1.21,0,Borewell,28.01,3129.86,106077.53
F03696,Rajasthan,blackgram,Zaid,3.16,15,Canal,14.61,964.2,44514.8
F03157,Uttar Pradesh,mungbean,Kharif,1.57,13,Rain-fed,21.26,4253.81,141984.52
F02199,Tamil Nadu,watermelon,Rabi,2.02,24,Canal,11.59,2008.17,47014.87
F00775,Uttar Pradesh,blackgram,Rabi,0.96,23,Rain-fed,19.8,2042.45,38822.89
F00944,Maharashtra,grapes,Zaid,0.79,0,Drip,15.64,738.96,9130.29
F00823,Bihar,grapes,Kharif,4.45,5,Canal,9.57,1482.9,63151.52
F00165,Bihar,maize,Rabi,5.29,14,Rain-fed,23.97,3055.06,387385.58
F03984,Tamil Nadu,kidneybeans,Zaid,5.91,2,Sprinkler,22.65,2407.09,322216.68
F02539,Andhra Pradesh,kidneybeans,Rabi,0.92,5,Sprinkler,12.53,1950.87,22488.85
F04970,Tamil Nadu,papaya,Zaid,2.72,12,Canal,19.2,969.11,50610.8
F01312,Bihar,kidneybeans,Zaid,3.24,24,Sprinkler,14.53,2425.09,114166.45
F04731,Uttar Pradesh,mothbeans,Kharif,4.85,26,Rain-fed,7.98,2265.02,87663.07
F04348,Uttar Pradesh,lentil,Zaid,2.85,24,Canal,18.47,2594.68,136582.66
F04833,Karnataka,grapes,Zaid,3.04,7,Sprinkler,19.6,1703.74,101515.64
F03301,Tamil Nadu,mothbeans,Kharif,6.02,0,Borewell,13.78,1268.53,105231.67
F03311,Maharashtra,rice,Zaid,2.33,13,Drip,8.69,1639.95,33205.22
F00328,Punjab,lentil,Zaid,2.25,28,Borewell,23.22,758.15,39609.55
F02491,Punjab,pomegranate,Kharif,2.97,15,Borewell,19.7,1608.49,94111.14
F05103,Maharashtra,pigeonpeas,Rabi,3.93,2,Rain-fed,18.56,1695.68,123684.26
F00833,Tamil Nadu,watermelon,Rabi,1.46,0,Borewell,19.73,1914.44,55146.98
F03080,Bihar,lentil,Kharif,1.63,9,Sprinkler,15.46,815.24,20543.88
F03463,Uttar Pradesh,watermelon,Rabi,0.47,5,Rain-fed,12.16,2231.51,12753.53
F04570,Karnataka,orange,Kharif,7.83,23,Rain-fed,16.32,1792.16,229012.24
F00055,Rajasthan,blackgram,Kharif,1.03,10,Sprinkler,20.94,2133.29,46011.23
F04065,Punjab,maize,Rabi,6.91,4,Sprinkler,11.32,1955.76,152981.89
F03452,Maharashtra,rice,Rabi,2.03,16,Canal,19.27,3531.12,138130.71
F01902,Tamil Nadu,watermelon,Kharif,0.78,8,Drip,10.32,2386.01,19206.43
F01482,Madhya Pradesh,muskmelon,Kharif,3.21,14,Sprinkler,8.33,500.0,13369.65
F04151,Andhra Pradesh,coffee,Rabi,2.48,29,Sprinkler,17.76,3237.9,142612.66
F03336,Madhya Pradesh,pomegranate,Kharif,2.27,14,Sprinkler,21.04,2196.46,104904.69
F00947,West Bengal,apple,Kharif,2.59,8,Rain-fed,17.41,2960.22,133481.94
F03294,Haryana,rice,Kharif,10.2,13,Borewell,12.03,2213.86,271653.91
F02162,Gujarat,mango,Rabi,0.55,18,Rain-fed,9.67,2422.18,12882.36
F03058,Madhya Pradesh,jute,Zaid,0.79,16,Rain-fed,16.19,2303.76,29465.32
F00769,Haryana,mungbean,Kharif,3.37,9,Drip,12.49,2779.72,117002.03
F04926,Haryana,chickpea,Kharif,4.89,4,Borewell,27.55,2776.43,374039.26
F03496,Maharashtra,mango,Rabi,5.26,14,Drip,8.96,2618.37,123402.73
F00286,Rajasthan,coffee,Rabi,3.93,20,Canal,9.51,2240.99,83755.43
F05137,West Bengal,chickpea,Kharif,3.19,16,Rain-fed,15.44,1918.76,94505.84
F04632,Punjab,banana,Kharif,1.06,19,Sprinkler,34.25,2012.51,73064.18
F02333,West Bengal,jute,Rabi,6.62,31,Canal,14.61,1609.11,155630.22
F02718,Punjab,kidneybeans,Zaid,1.63,5,Borewell,27.16,1587.05,70259.97
F02080,Maharashtra,blackgram,Rabi,1.87,7,Drip,8.94,2560.31,42802.75
F03390,Uttar Pradesh,lentil,Zaid,7.93,28,Canal,19.9,2145.08,338508.64
F00723,Karnataka,watermelon,Kharif,2.25,24,Rain-fed,26.44,1905.78,113374.85
F00952,Andhra Pradesh,kidneybeans,Zaid,4.5,9,Drip,19.29,2523.37,219041.13
F04543,Rajasthan,cotton,Rabi,4.13,24,Drip,22.06,3433.09,312781.28
F02263,Madhya Pradesh,coconut,Zaid,8.8,18,Rain-fed,19.66,500.0,86504.0
F00990,Tamil Nadu,pigeonpeas,Kharif,5.19,25,Canal,16.43,1823.33,155478.45
F03213,Gujarat,chickpea,Rabi,0.86,10,Canal,10.66,1277.3,11709.78
F01760,Punjab,cotton,Zaid,2.6,0,Borewell,31.82,2694.81,222947.02
F04276,Rajasthan,mango,Zaid,0.36,22,Drip,27.5,2634.07,26077.29
F01725,Punjab,coconut,Zaid,8.91,12,Canal,11.41,2413.15,245328.31
F00342,West Bengal,chickpea,Rabi,1.22,20,Borewell,23.83,2694.62,78339.61
F03702,Andhra Pradesh,banana,Zaid,7.99,7,Borewell,19.72,1365.55,215159.88
F00689,Haryana,blackgram,Zaid,4.41,9,Borewell,13.86,2047.2,125130.19
F03433,Bihar,cotton,Rabi,2.97,15,Sprinkler,13.62,1960.78,79316.3
F00967,Gujarat,lentil,Kharif,3.27,0,Drip,21.78,2663.31,189682.54
F04919,Uttar Pradesh,pigeonpeas,Kharif,3.22,24,Borewell,23.71,2240.11,171023.89
F02204,Tamil Nadu,apple,Kharif,0.51,17,Borewell,15.09,1785.41,13740.34
F02714,Gujarat,apple,Rabi,2.27,0,Canal,21.3,1928.98,93268.11
F04590,Bihar,papaya,Rabi,9.15,5,Rain-fed,20.77,2216.57,421249.15
F03573,Andhra Pradesh,lentil,Kharif,4.35,10,Sprinkler,12.07,2398.86,125950.94
F01991,Haryana,coffee,Rabi,1.79,8,Borewell,20.92,2450.86,91776.86
F04121,Uttar Pradesh,pigeonpeas,Rabi,3.36,25,Rain-fed,16.41,529.89,29216.86
F04271,Maharashtra,kidneybeans,Zaid,0.79,8,Canal,19.11,1596.75,24105.98
F04936,Rajasthan,kidneybeans,Rabi,1.83,16,Canal,13.21,2993.78,72372.54
F03601,Madhya Pradesh,kidneybeans,Rabi,1.76,1,Canal,20.82,2400.57,87964.57
F04751,Karnataka,muskmelon,Zaid,1.03,0,Sprinkler,18.31,1066.41,20111.75
F05179,Bihar,lentil,Rabi,0.25,26,Rain-fed,14.4,1598.01,5752.84
F04294,Uttar Pradesh,mothbeans,Zaid,3.85,23,Sprinkler,17.49,1837.84,123753.71
F00386,Gujarat,pomegranate,Zaid,3.7,10,Sprinkler,13.18,2673.14,130358.35
F04548,Madhya Pradesh,cotton,Zaid,2.74,2,Rain-fed,22.09,2982.3,180508.48
F04836,West Bengal,coffee,Rabi,4.17,0,Borewell,6.65,1664.77,46164.9
F00537,Gujarat,kidneybeans,Zaid,2.29,29,Sprinkler,21.88,3054.45,153043.83
F04855,Haryana,jute,Kharif,2.6,4,Sprinkler,27.99,2335.37,169954.22
F04213,Maharashtra,orange,Rabi,5.97,9,Rain-fed,19.22,2378.49,272916.03
F03508,Uttar Pradesh,apple,Kharif,3.87,18,Rain-fed,21.02,1019.14,82904.39
F00202,West Bengal,pomegranate,Rabi,1.57,4,Canal,13.85,2188.01,47577.18
F01333,Uttar Pradesh,coffee,Zaid,8.39,24,Borewell,20.85,2278.96,398661.89
F03503,Punjab,apple,Kharif,2.99,16,Drip,11.85,3446.64,122119.63
F02709,Gujarat,mothbeans,Zaid,0.51,21,Sprinkler,10.65,1846.25,10027.91
F04022,Gujarat,banana,Rabi,1.2,21,Drip,11.62,1799.11,25086.79
F01855,Uttar Pradesh,chickpea,Kharif,3.97,25,Borewell,26.62,2210.97,233658.4
F04653,Andhra Pradesh,rice,Kharif,3.23,7,Rain-fed,24.17,3283.86,256367.99
F02873,Haryana,maize,Zaid,11.85,1,Drip,9.98,2558.58,302585.35
F03031,Maharashtra,papaya,Rabi,5.51,12,Drip,16.16,1804.8,160702.28
F01206,Uttar Pradesh,watermelon,Zaid,4.38,25,Rain-fed,12.53,1774.61,97393.08
F01646,Madhya Pradesh,pomegranate,Kharif,1.13,0,Borewell,12.8,1631.74,23601.49
F03418,Madhya Pradesh,coffee,Zaid,0.88,15,Canal,17.52,2305.39,35543.58
F03477,Haryana,banana,Kharif,0.7,7,Rain-fed,21.49,1700.26,25577.01
F02862,Rajasthan,coconut,Kharif,2.91,11,Borewell,18.41,2128.31,114020.16
F01793,Uttar Pradesh,grapes,Kharif,4.63,0,Rain-fed,25.42,1887.52,222150.91
F03798,Karnataka,mango,Kharif,3.51,21,Canal,14.35,2234.82,112564.53
F03369,Bihar,mothbeans,Kharif,3.66,34,Borewell,27.02,2397.61,237107.33
F03368,Madhya Pradesh,muskmelon,Rabi,0.43,13,Borewell,25.53,2426.33,26636.01
F03534,Uttar Pradesh,coffee,Rabi,3.63,9,Rain-fed,14.29,2208.67,114569.68
F04573,Rajasthan,kidneybeans,Rabi,2.0,5,Borewell,18.5,952.45,35240.65
F03450,Haryana,banana,Kharif,0.79,20,Drip,22.04,2063.17,35923.09
F00604,Madhya Pradesh,chickpea,Zaid,2.16,6,Rain-fed,24.4,1411.76,74405.4
F03057,Haryana,banana,Zaid,1.05,9,Canal,8.12,1361.89,11611.47
F04537,Punjab,mango,Rabi,2.06,25,Canal,24.42,2695.88,135616.78
F00127,Punjab,lentil,Zaid,3.29,0,Sprinkler,2.0,2256.44,14847.38
F03877,Gujarat,pigeonpeas,Zaid,1.73,10,Canal,14.87,3305.11,85024.29
F02936,Gujarat,orange,Kharif,2.81,1,Rain-fed,20.54,1420.55,81990.45
F03532,Bihar,kidneybeans,Rabi,20.1,6,Canal,16.05,2433.01,784901.19
F02731,Madhya Pradesh,papaya,Kharif,5.85,1,Rain-fed,15.09,3239.52,285973.49
F00828,Tamil Nadu,banana,Rabi,2.66,12,Drip,17.48,1961.49,91203.01
F01640,Karnataka,grapes,Rabi,4.39,14,Canal,10.85,3520.78,167700.03
F00985,Rajasthan,mango,Zaid,11.52,14,Borewell,32.5,2099.88,786195.07
F03282,Rajasthan,mungbean,Kharif,2.79,31,Canal,23.98,1442.77,96527.37
F05170,Uttar Pradesh,rice,Zaid,2.59,8,Canal,12.0,3321.81,103241.85
F02189,Haryana,blackgram,Kharif,1.68,24,Canal,26.1,2379.89,104353.42
F04798,Bihar,kidneybeans,Kharif,6.11,39,Rain-fed,18.49,2397.32,270834.59
F02444,Tamil Nadu,chickpea,Zaid,5.8,4,Canal,11.02,1963.64,125508.01
F00363,Karnataka,papaya,Zaid,4.99,17,Sprinkler,9.98,2159.3,107533.57
F02350,West Bengal,lentil,Rabi,1.31,5,Drip,4.52,3249.92,19243.43
F00346,West Bengal,maize,Zaid,3.67,18,Borewell,3.99,1858.1,27208.72
F00815,Uttar Pradesh,mungbean,Rabi,0.79,15,Sprinkler,18.18,2021.23,29029.31
F03206,Punjab,pomegranate,Kharif,1.22,16,Canal,24.78,2469.65,74661.47
F04695,Uttar Pradesh,jute,Zaid,1.03,18,Drip,22.77,2128.21,49913.12
F04991,Punjab,mungbean,Kharif,0.42,6,Sprinkler,17.79,2053.21,15341.17
F03326,Rajasthan,papaya,Rabi,4.5,7,Borewell,16.82,1912.24,144737.45
F04107,Madhya Pradesh,lentil,Rabi,10.7,21,Borewell,19.76,2608.53,551526.71
F02117,Gujarat,coffee,Kharif,4.74,8,Borewell,20.32,2881.74,277559.98
F01835,Gujarat,coconut,Kharif,7.5,17,Drip,14.85,953.28,106171.56
F00794,West Bengal,rice,Zaid,1.84,24,Borewell,22.23,2671.92,109290.08
F05145,Gujarat,watermelon,Zaid,5.13,26,Borewell,15.28,2169.54,170062.43
F02675,Andhra Pradesh,coffee,Kharif,1.48,0,Borewell,9.88,2409.17,35227.85
F00095,Andhra Pradesh,cotton,Rabi,0.36,25,Canal,20.88,1977.6,14865.22
F04226,Maharashtra,coconut,Rabi,1.57,17,Canal,17.67,2001.25,55518.48
F03757,Punjab,lentil,Rabi,1.05,17,Rain-fed,18.89,2822.49,55982.68
F02892,Karnataka,grapes,Kharif,3.98,10,Canal,21.83,2739.31,238000.57
F02372,Rajasthan,papaya,Rabi,1.31,28,Borewell,16.44,1521.08,32758.59
F04320,West Bengal,chickpea,Zaid,1.43,10,Sprinkler,34.43,1821.91,89701.56
F04615,Karnataka,lentil,Zaid,3.19,26,Sprinkler,20.66,1948.82,128437.76
F03229,Rajasthan,pigeonpeas,Rabi,2.22,33,Canal,29.41,2112.33,137914.45
F02854,Uttar Pradesh,maize,Kharif,1.67,0,Borewell,2.0,644.18,2151.56
F02913,Karnataka,watermelon,Kharif,1.05,23,Drip,19.02,2205.38,44043.64
F01866,Karnataka,apple,Zaid,5.19,15,Borewell,22.92,2899.62,344923.72
F01858,Madhya Pradesh,mungbean,Zaid,3.54,15,Rain-fed,10.41,3684.29,135771.24
F02646,Maharashtra,banana,Rabi,1.58,18,Drip,20.18,1632.24,52042.99
F02244,Madhya Pradesh,lentil,Zaid,2.5,11,Borewell,26.4,1882.38,124237.08
F02337,Madhya Pradesh,watermelon,Kharif,2.87,13,Sprinkler,10.07,3786.79,109441.64
