crop,temperature,humidity,rainfall,leaf_wetness_hours,risk_score,risk_level,disease_name
rice,26.72,72.96,50.96,4.59,0.52,Medium,Sheath Blight
papaya,21.66,100.0,145.3,10.49,0.583,Medium,Papaya Ring Spot Virus
coffee,31.43,73.52,138.66,7.58,0.513,Medium,Coffee Leaf Rust
banana,32.69,94.83,199.53,2.5,0.48,Medium,Sigatoka Leaf Spot
grapes,24.14,90.84,101.95,5.42,0.55,Medium,Downy Mildew
lentil,21.89,92.65,210.44,8.95,0.661,High,Wilt
maize,29.55,93.35,105.09,0.63,0.489,Medium,Gray Leaf Spot
lentil,17.23,85.36,63.15,5.04,0.594,Medium,Wilt
banana,40.17,76.16,79.24,4.34,0.441,Medium,Panama Wilt
mothbeans,31.25,83.99,36.34,7.64,0.485,Medium,Yellow Mosaic Virus
watermelon,27.27,51.93,44.6,8.37,0.538,Medium,Fusarium Wilt
mothbeans,25.61,78.96,169.34,3.54,0.567,Medium,Yellow Mosaic Virus
rice,37.04,63.49,169.99,4.28,0.531,Medium,Rice Blast
jute,21.73,70.85,252.2,12.23,0.617,Medium,Stem Rot
banana,34.13,91.7,112.55,5.05,0.521,Medium,Panama Wilt
banana,37.45,94.08,117.78,12.84,0.606,Medium,Panama Wilt
watermelon,24.65,79.88,65.77,7.05,0.484,Medium,Fusarium Wilt
grapes,35.16,71.56,179.11,10.17,0.571,Medium,Downy Mildew
apple,24.35,88.49,71.79,3.49,0.484,Medium,Apple Scab
mango,23.69,97.47,87.16,16.34,0.87,High,Powdery Mildew
orange,27.03,72.79,115.54,8.09,0.627,Medium,Greening (HLB)
lentil,21.8,52.56,88.68,7.95,0.505,Medium,Wilt
banana,28.87,58.31,101.28,11.1,0.441,Medium,Sigatoka Leaf Spot
mango,31.57,75.78,134.35,0.0,0.382,Medium,Anthracnose
mothbeans,34.13,75.09,186.74,1.59,0.558,Medium,Powdery Mildew
jute,22.37,81.75,57.82,4.74,0.513,Medium,Anthracnose
cotton,25.99,78.87,22.56,2.84,0.433,Medium,Leaf Curl Virus
mothbeans,26.04,93.79,70.99,10.43,0.595,Medium,Yellow Mosaic Virus
coffee,37.41,71.5,4.25,0.74,0.322,Low,Healthy
mungbean,26.65,53.92,44.13,7.47,0.463,Medium,Yellow Mosaic Virus
grapes,26.54,68.14,219.53,5.01,0.467,Medium,Downy Mildew
jute,39.84,72.92,4.26,7.53,0.418,Medium,Anthracnose
muskmelon,25.94,83.33,76.78,16.98,0.639,Medium,Powdery Mildew
blackgram,27.79,77.71,30.3,4.75,0.483,Medium,Leaf Crinkle
chickpea,17.57,70.23,104.42,7.01,0.508,Medium,Fusarium Wilt
orange,31.5,74.09,57.1,0.0,0.422,Medium,Greening (HLB)
mothbeans,25.87,76.15,115.81,8.34,0.636,Medium,Yellow Mosaic Virus
kidneybeans,19.08,61.06,35.85,8.98,0.48,Medium,Angular Leaf Spot
watermelon,33.17,71.26,154.24,5.43,0.573,Medium,Anthracnose
muskmelon,21.61,83.9,99.9,4.21,0.489,Medium,Downy Mildew
orange,25.65,100.0,120.54,4.64,0.564,Medium,Greening (HLB)
grapes,24.74,82.52,33.09,12.56,0.54,Medium,Powdery Mildew
lentil,24.66,94.46,48.77,13.07,0.639,Medium,Rust
kidneybeans,26.4,72.96,178.45,12.65,0.69,High,Bean Rust
papaya,26.05,67.01,209.78,3.03,0.573,Medium,Powdery Mildew
kidneybeans,32.01,86.33,80.89,2.19,0.531,Medium,Angular Leaf Spot
kidneybeans,30.98,85.71,126.44,8.75,0.611,Medium,Bean Rust
papaya,17.43,49.35,109.08,14.56,0.564,Medium,Powdery Mildew
rice,26.7,62.14,139.55,7.69,0.522,Medium,Bacterial Leaf Blight
apple,26.89,71.29,77.71,11.23,0.625,Medium,Fire Blight
banana,21.33,66.47,274.2,7.27,0.521,Medium,Panama Wilt
coffee,16.21,93.2,99.2,8.19,0.55,Medium,Coffee Leaf Rust
mothbeans,27.18,77.52,52.25,3.49,0.493,Medium,Yellow Mosaic Virus
jute,33.68,77.99,190.9,6.84,0.565,Medium,Anthracnose
coconut,23.6,76.68,140.46,3.76,0.548,Medium,Leaf Blight
jute,28.84,69.11,50.96,4.12,0.501,Medium,Anthracnose
watermelon,21.7,74.47,89.27,4.83,0.506,Medium,Fusarium Wilt
watermelon,23.04,83.12,73.89,7.24,0.472,Medium,Anthracnose
maize,26.86,77.32,386.78,9.69,0.788,High,Maize Leaf Blight
pomegranate,15.35,52.52,132.67,2.25,0.311,Low,Healthy
jute,32.09,71.0,262.88,3.62,0.566,Medium,Stem Rot
papaya,27.51,66.68,10.46,5.11,0.482,Medium,Powdery Mildew
kidneybeans,32.94,71.25,168.04,8.02,0.562,Medium,Bean Rust
grapes,17.1,100.0,122.79,4.52,0.507,Medium,Downy Mildew
watermelon,26.72,89.82,28.93,7.87,0.605,Medium,Fusarium Wilt
cotton,25.4,95.96,360.01,4.35,0.688,High,Leaf Curl Virus
rice,28.16,77.81,122.44,7.41,0.562,Medium,Bacterial Leaf Blight
orange,24.67,79.83,162.64,5.03,0.5,Medium,Greening (HLB)
watermelon,26.06,98.8,53.25,7.66,0.636,Medium,Anthracnose
blackgram,29.79,65.11,131.23,9.01,0.586,Medium,Leaf Crinkle
mothbeans,32.56,86.81,277.57,2.69,0.629,Medium,Yellow Mosaic Virus
orange,25.75,84.94,139.12,10.07,0.704,High,Greening (HLB)
watermelon,28.2,78.95,194.3,10.76,0.608,Medium,Anthracnose
kidneybeans,28.78,98.54,96.71,6.2,0.585,Medium,Angular Leaf Spot
watermelon,29.95,83.35,84.2,6.61,0.603,Medium,Anthracnose
lentil,31.51,75.23,42.11,8.95,0.569,Medium,Rust
coconut,31.55,73.94,246.57,6.53,0.652,High,Bud Rot
grapes,36.65,58.94,143.46,12.49,0.514,Medium,Downy Mildew
kidneybeans,28.38,69.07,178.74,7.74,0.542,Medium,Bean Rust
jute,23.76,78.26,38.58,6.61,0.625,Medium,Stem Rot
watermelon,23.36,81.4,86.33,7.48,0.403,Medium,Anthracnose
maize,30.31,67.3,119.01,10.69,0.584,Medium,Gray Leaf Spot
coffee,20.95,72.74,219.76,2.57,0.53,Medium,Coffee Leaf Rust
cotton,33.0,92.09,209.95,2.29,0.52,Medium,Leaf Curl Virus
pomegranate,18.91,82.79,252.08,5.31,0.543,Medium,Fruit Rot
banana,35.08,88.12,160.57,4.03,0.553,Medium,Sigatoka Leaf Spot
lentil,24.03,72.64,152.59,3.77,0.576,Medium,Wilt
watermelon,30.88,80.83,241.39,1.08,0.542,Medium,Anthracnose
chickpea,24.04,88.29,124.46,5.03,0.562,Medium,Ascochyta Blight
kidneybeans,17.76,71.24,32.82,8.98,0.438,Medium,Bean Rust
cotton,24.43,83.99,75.73,7.28,0.53,Medium,Leaf Curl Virus
pomegranate,22.04,63.99,270.24,1.29,0.517,Medium,Bacterial Blight
kidneybeans,33.8,73.29,329.59,7.86,0.664,High,Angular Leaf Spot
grapes,27.12,74.41,93.39,4.83,0.544,Medium,Powdery Mildew
blackgram,26.43,71.09,140.24,1.37,0.43,Medium,Yellow Mosaic Virus
coconut,28.11,68.36,203.55,7.55,0.651,High,Leaf Blight
papaya,25.49,68.24,98.38,10.05,0.525,Medium,Papaya Ring Spot Virus
mungbean,34.11,72.41,77.43,9.32,0.504,Medium,Yellow Mosaic Virus
maize,27.07,75.14,92.59,2.06,0.489,Medium,Common Rust
muskmelon,20.85,84.19,281.19,5.79,0.587,Medium,Powdery Mildew
orange,22.87,81.44,36.45,12.57,0.562,Medium,Greening (HLB)
chickpea,35.93,85.64,56.12,9.03,0.515,Medium,Fusarium Wilt
watermelon,19.76,82.12,252.01,14.25,0.619,Medium,Fusarium Wilt
kidneybeans,27.26,61.24,137.03,7.68,0.517,Medium,Angular Leaf Spot
jute,28.37,55.97,96.34,4.56,0.466,Medium,Stem Rot
lentil,26.71,78.17,29.99,12.84,0.604,Medium,Rust
banana,16.21,72.6,199.13,11.68,0.599,Medium,Sigatoka Leaf Spot
cotton,32.0,93.02,337.25,5.33,0.646,Medium,Leaf Curl Virus
jute,19.09,66.03,72.57,10.69,0.562,Medium,Stem Rot
muskmelon,29.29,80.66,400.0,7.43,0.68,High,Downy Mildew
blackgram,25.41,69.7,171.42,14.3,0.656,High,Leaf Crinkle
orange,29.25,64.25,87.94,2.32,0.532,Medium,Greening (HLB)
coconut,17.45,70.76,182.97,10.8,0.585,Medium,Leaf Blight
jute,20.62,84.77,18.54,6.29,0.489,Medium,Stem Rot
muskmelon,27.1,62.21,142.16,16.85,0.721,High,Downy Mildew
jute,19.14,89.06,73.12,5.83,0.461,Medium,Anthracnose
coffee,29.84,76.02,82.63,4.1,0.545,Medium,Coffee Leaf Rust
coconut,31.07,51.22,97.91,11.56,0.528,Medium,Bud Rot
maize,29.77,77.99,200.25,12.87,0.715,High,Maize Leaf Blight
cotton,32.66,64.35,84.78,6.07,0.395,Medium,Leaf Curl Virus
jute,27.99,85.36,185.63,5.91,0.662,High,Stem Rot
chickpea,31.87,90.72,184.17,10.93,0.682,High,Ascochyta Blight
jute,26.47,66.55,126.72,8.78,0.606,Medium,Stem Rot
orange,22.11,75.59,103.88,16.25,0.677,High,Citrus Canker
muskmelon,23.44,86.71,91.05,8.07,0.65,Medium,Powdery Mildew
rice,30.77,71.99,4.65,12.93,0.406,Medium,Sheath Blight
mothbeans,28.25,66.13,184.86,5.66,0.446,Medium,Yellow Mosaic Virus
muskmelon,25.29,79.28,188.18,3.6,0.543,Medium,Downy Mildew
banana,16.63,77.12,165.22,14.06,0.686,High,Panama Wilt
orange,26.51,77.32,56.99,10.29,0.591,Medium,Greening (HLB)
blackgram,21.39,77.82,98.5,12.27,0.617,Medium,Leaf Crinkle
cotton,28.37,80.71,123.54,5.1,0.532,Medium,Bacterial Blight
mango,29.42,51.04,131.08,13.01,0.615,Medium,Powdery Mildew
grapes,32.35,75.66,292.02,4.59,0.605,Medium,Powdery Mildew
pigeonpeas,22.33,63.29,166.23,0.0,0.461,Medium,Sterility Mosaic
mungbean,24.74,97.07,212.21,6.12,0.596,Medium,Cercospora Leaf Spot
watermelon,31.01,72.15,60.9,12.86,0.569,Medium,Anthracnose
watermelon,26.44,69.44,69.26,3.68,0.447,Medium,Anthracnose
mango,29.59,94.51,84.49,2.12,0.645,Medium,Powdery Mildew
blackgram,24.84,75.8,106.44,2.72,0.553,Medium,Yellow Mosaic Virus
apple,27.42,67.85,143.23,13.24,0.579,Medium,Apple Scab
watermelon,25.2,73.82,163.92,11.86,0.561,Medium,Fusarium Wilt
watermelon,30.68,89.19,105.7,7.8,0.556,Medium,Anthracnose
muskmelon,29.36,57.61,102.03,13.37,0.637,Medium,Powdery Mildew
cotton,26.98,69.37,36.18,5.85,0.463,Medium,Bacterial Blight
watermelon,30.83,78.11,87.4,11.82,0.615,Medium,Anthracnose
chickpea,25.42,61.78,160.95,11.55,0.622,Medium,Ascochyta Blight
grapes,31.19,74.62,259.54,5.5,0.649,Medium,Powdery Mildew
cotton,27.17,84.98,215.29,9.81,0.67,High,Leaf Curl Virus
rice,21.3,69.23,257.83,9.27,0.547,Medium,Rice Blast
apple,24.91,70.24,72.6,7.73,0.503,Medium,Fire Blight
mango,25.52,63.09,181.68,9.63,0.515,Medium,Powdery Mildew
papaya,31.16,82.32,171.63,3.6,0.483,Medium,Papaya Ring Spot Virus
muskmelon,32.75,55.36,74.61,10.3,0.431,Medium,Powdery Mildew
banana,21.99,59.65,117.57,10.67,0.623,Medium,Sigatoka Leaf Spot
kidneybeans,27.03,96.38,170.09,7.74,0.638,Medium,Angular Leaf Spot
mungbean,21.04,87.65,141.63,7.07,0.739,High,Cercospora Leaf Spot
kidneybeans,21.14,81.14,362.12,1.98,0.58,Medium,Angular Leaf Spot
watermelon,31.03,48.9,51.22,2.36,0.393,Medium,Fusarium Wilt
coffee,36.61,81.26,174.44,10.29,0.599,Medium,Coffee Leaf Rust
lentil,31.92,75.42,162.24,8.23,0.591,Medium,Wilt
jute,27.58,52.46,110.14,11.49,0.522,Medium,Anthracnose
pomegranate,34.39,81.1,83.01,13.75,0.645,Medium,Bacterial Blight
maize,30.11,74.55,116.1,0.0,0.459,Medium,Gray Leaf Spot
pomegranate,22.77,71.58,75.12,9.25,0.617,Medium,Bacterial Blight
maize,22.97,58.28,192.22,5.52,0.418,Medium,Gray Leaf Spot
kidneybeans,28.49,79.55,43.21,11.71,0.677,High,Bean Rust
grapes,29.73,72.67,71.02,1.67,0.442,Medium,Downy Mildew
coconut,25.23,82.03,82.65,12.52,0.624,Medium,Bud Rot
coffee,34.72,66.97,40.45,4.9,0.365,Medium,Berry Disease
watermelon,40.77,73.29,146.92,11.84,0.463,Medium,Anthracnose
orange,22.23,90.47,137.94,3.75,0.576,Medium,Greening (HLB)
lentil,28.08,90.15,82.64,3.9,0.643,Medium,Rust
blackgram,25.24,69.54,212.63,4.61,0.534,Medium,Leaf Crinkle
kidneybeans,20.48,94.53,93.68,13.42,0.692,High,Angular Leaf Spot
coffee,28.06,74.0,64.64,12.04,0.598,Medium,Coffee Leaf Rust
banana,27.56,82.24,56.26,5.57,0.57,Medium,Sigatoka Leaf Spot
rice,19.88,80.36,49.63,10.86,0.564,Medium,Sheath Blight
orange,35.94,70.61,22.2,9.56,0.52,Medium,Citrus Canker
apple,30.38,87.73,141.49,13.77,0.639,Medium,Fire Blight
mango,27.5,57.13,289.1,9.74,0.585,Medium,Anthracnose
pomegranate,26.17,69.34,282.05,6.44,0.577,Medium,Bacterial Blight
jute,34.45,62.52,123.1,12.89,0.545,Medium,Stem Rot
cotton,27.08,79.66,44.35,6.81,0.501,Medium,Bacterial Blight
grapes,27.09,52.56,54.28,6.57,0.426,Medium,Powdery Mildew
mango,22.52,84.61,153.25,8.86,0.57,Medium,Powdery Mildew
mango,31.53,84.18,197.75,9.56,0.693,High,Powdery Mildew
blackgram,20.66,55.75,117.13,5.78,0.417,Medium,Yellow Mosaic Virus
blackgram,16.83,78.08,62.39,9.27,0.532,Medium,Leaf Crinkle
banana,32.83,82.52,134.7,5.33,0.411,Medium,Sigatoka Leaf Spot
lentil,28.03,76.83,339.9,9.37,0.705,High,Rust
pomegranate,23.82,83.83,130.82,9.43,0.64,Medium,Bacterial Blight
kidneybeans,29.73,83.04,3.02,16.33,0.697,High,Angular Leaf Spot
grapes,23.51,80.03,91.57,5.58,0.579,Medium,Powdery Mildew
pigeonpeas,32.66,69.96,149.45,5.84,0.542,Medium,Sterility Mosaic
banana,33.69,94.05,185.34,1.36,0.626,Medium,Panama Wilt
lentil,24.36,55.09,89.99,4.41,0.525,Medium,Wilt
maize,33.45,54.18,114.57,6.52,0.397,Medium,Common Rust
kidneybeans,29.84,73.06,67.15,6.02,0.393,Medium,Bean Rust
mothbeans,23.56,65.2,84.6,4.15,0.486,Medium,Powdery Mildew
maize,37.07,82.1,40.14,11.12,0.593,Medium,Gray Leaf Spot
lentil,26.76,66.68,31.86,4.95,0.489,Medium,Wilt
pigeonpeas,26.2,70.12,220.96,5.69,0.528,Medium,Sterility Mosaic
banana,26.23,68.23,48.72,4.09,0.548,Medium,Panama Wilt
coffee,25.64,99.22,56.48,9.57,0.541,Medium,Coffee Leaf Rust
blackgram,37.06,92.65,65.75,5.62,0.522,Medium,Leaf Crinkle
grapes,26.4,73.43,400.0,11.96,0.844,High,Powdery Mildew
orange,28.84,77.98,34.43,3.82,0.464,Medium,Citrus Canker
lentil,25.33,57.77,112.02,12.73,0.659,High,Wilt
muskmelon,25.86,65.38,61.82,3.56,0.41,Medium,Downy Mildew
blackgram,28.65,57.19,141.31,6.32,0.452,Medium,Leaf Crinkle
orange,27.93,79.1,104.02,10.72,0.562,Medium,Citrus Canker
grapes,24.59,64.26,152.67,12.78,0.692,High,Powdery Mildew
pigeonpeas,32.17,83.17,163.67,2.81,0.497,Medium,Fusarium Wilt
lentil,28.26,94.18,20.23,0.0,0.552,Medium,Rust
banana,28.18,88.12,175.08,10.02,0.667,High,Sigatoka Leaf Spot
kidneybeans,34.69,79.09,116.79,12.37,0.636,Medium,Bean Rust
lentil,30.38,79.16,28.0,7.26,0.522,Medium,Wilt
apple,28.79,65.32,350.24,7.97,0.61,Medium,Apple Scab
muskmelon,31.7,71.11,94.05,0.11,0.443,Medium,Downy Mildew
mothbeans,23.15,69.2,382.0,15.29,0.763,High,Yellow Mosaic Virus
blackgram,38.38,91.88,115.27,14.5,0.629,Medium,Leaf Crinkle
pomegranate,34.83,77.73,101.3,9.6,0.581,Medium,Bacterial Blight
pomegranate,23.86,82.71,400.0,10.32,0.729,High,Bacterial Blight
lentil,28.86,71.7,134.08,9.99,0.516,Medium,Rust
pigeonpeas,22.82,84.11,39.72,8.21,0.66,High,Fusarium Wilt
coffee,30.34,75.29,13.53,9.05,0.484,Medium,Berry Disease
orange,29.13,74.96,54.68,6.45,0.539,Medium,Greening (HLB)
banana,25.77,65.8,141.04,8.44,0.6,Medium,Sigatoka Leaf Spot
rice,12.18,68.48,400.0,5.76,0.603,Medium,Rice Blast
mango,23.48,72.8,164.13,7.41,0.513,Medium,Anthracnose
mothbeans,29.02,68.53,44.42,6.23,0.556,Medium,Yellow Mosaic Virus
cotton,29.85,61.16,119.42,6.32,0.452,Medium,Bacterial Blight
kidneybeans,27.84,79.55,120.14,9.14,0.648,Medium,Angular Leaf Spot
apple,26.43,91.47,296.53,8.18,0.757,High,Apple Scab
coffee,27.65,57.15,110.32,11.69,0.59,Medium,Coffee Leaf Rust
mango,28.12,62.67,108.65,13.89,0.534,Medium,Powdery Mildew
watermelon,36.53,62.16,229.16,7.1,0.516,Medium,Fusarium Wilt
banana,24.01,66.58,81.85,12.42,0.609,Medium,Sigatoka Leaf Spot
coffee,18.56,99.35,151.46,9.35,0.746,High,Berry Disease
banana,32.93,66.85,51.8,5.43,0.534,Medium,Sigatoka Leaf Spot
muskmelon,24.2,76.21,69.27,10.3,0.685,High,Downy Mildew
maize,22.21,63.2,122.98,7.48,0.503,Medium,Common Rust
blackgram,19.97,63.86,147.36,4.29,0.507,Medium,Yellow Mosaic Virus
papaya,26.85,60.3,97.0,3.46,0.528,Medium,Powdery Mildew
cotton,34.53,78.16,19.74,9.87,0.565,Medium,Bacterial Blight
cotton,28.02,58.33,149.7,9.35,0.508,Medium,Bacterial Blight
orange,22.72,70.38,127.9,2.12,0.478,Medium,Greening (HLB)
mungbean,25.65,57.68,71.68,13.24,0.553,Medium,Cercospora Leaf Spot
pigeonpeas,24.49,63.37,67.58,7.6,0.492,Medium,Sterility Mosaic
muskmelon,24.11,100.0,58.43,10.28,0.627,Medium,Powdery Mildew
watermelon,31.12,89.21,38.64,9.81,0.582,Medium,Anthracnose
coffee,35.77,84.77,132.87,7.57,0.488,Medium,Coffee Leaf Rust
mango,27.21,79.12,67.92,8.23,0.519,Medium,Anthracnose
blackgram,32.95,82.41,29.41,7.88,0.459,Medium,Yellow Mosaic Virus
coffee,24.4,84.24,400.0,3.87,0.645,Medium,Coffee Leaf Rust
cotton,27.48,63.83,212.51,8.01,0.54,Medium,Leaf Curl Virus
pomegranate,23.07,61.37,115.82,5.7,0.481,Medium,Bacterial Blight
mothbeans,33.01,67.77,67.43,10.29,0.492,Medium,Yellow Mosaic Virus
maize,16.22,64.02,134.98,3.39,0.432,Medium,Common Rust
mungbean,37.56,52.99,144.11,5.44,0.403,Medium,Cercospora Leaf Spot
muskmelon,23.23,57.25,110.77,11.16,0.549,Medium,Downy Mildew
lentil,25.81,60.5,115.09,16.89,0.539,Medium,Wilt
lentil,29.6,82.14,38.08,8.55,0.501,Medium,Rust
mungbean,28.01,90.39,204.3,7.7,0.646,Medium,Yellow Mosaic Virus
maize,24.33,56.13,26.61,8.71,0.391,Medium,Common Rust
cotton,29.51,65.67,161.16,5.35,0.521,Medium,Bacterial Blight
lentil,25.47,56.93,262.81,6.62,0.62,Medium,Wilt
kidneybeans,26.82,87.11,208.27,2.18,0.543,Medium,Bean Rust
muskmelon,27.4,89.03,400.0,7.81,0.802,High,Downy Mildew
lentil,25.13,57.67,141.69,9.99,0.474,Medium,Rust
orange,24.9,58.71,15.37,11.33,0.553,Medium,Citrus Canker
blackgram,28.66,89.37,83.36,7.29,0.629,Medium,Yellow Mosaic Virus
blackgram,23.6,64.19,119.21,8.03,0.565,Medium,Yellow Mosaic Virus
mungbean,35.83,65.37,82.1,7.43,0.456,Medium,Cercospora Leaf Spot
papaya,29.68,81.35,182.52,10.44,0.613,Medium,Papaya Ring Spot Virus
cotton,22.97,82.32,108.37,8.7,0.638,Medium,Bacterial Blight
coconut,31.27,51.08,28.29,10.99,0.419,Medium,Leaf Blight
orange,22.61,75.79,244.1,7.88,0.714,High,Citrus Canker
coconut,17.11,77.72,128.43,16.39,0.736,High,Leaf Blight
rice,38.5,76.09,311.83,11.85,0.62,Medium,Sheath Blight
chickpea,28.81,83.59,92.9,8.03,0.619,Medium,Fusarium Wilt
cotton,21.53,71.83,94.89,12.08,0.575,Medium,Bacterial Blight
pigeonpeas,23.18,75.21,114.95,2.07,0.43,Medium,Sterility Mosaic
mango,21.26,83.79,58.06,7.82,0.62,Medium,Powdery Mildew
kidneybeans,25.73,46.75,84.78,11.14,0.506,Medium,Bean Rust
papaya,25.96,56.11,65.53,2.07,0.47,Medium,Papaya Ring Spot Virus
banana,30.17,97.51,45.8,9.46,0.616,Medium,Panama Wilt
mango,30.63,67.32,45.08,7.6,0.478,Medium,Powdery Mildew
rice,33.25,82.62,168.97,9.36,0.517,Medium,Bacterial Leaf Blight
chickpea,33.39,64.88,123.59,0.0,0.419,Medium,Ascochyta Blight
rice,26.08,66.83,227.74,6.29,0.554,Medium,Bacterial Leaf Blight
orange,23.52,94.96,315.85,2.53,0.746,High,Citrus Canker
maize,28.79,88.1,142.65,7.62,0.573,Medium,Common Rust
rice,22.93,82.39,215.42,4.64,0.54,Medium,Rice Blast
kidneybeans,23.01,73.98,109.67,9.75,0.572,Medium,Bean Rust
banana,34.62,77.98,220.34,10.39,0.605,Medium,Panama Wilt
papaya,27.11,71.08,175.86,5.64,0.485,Medium,Papaya Ring Spot Virus
pigeonpeas,25.13,58.42,192.08,4.6,0.502,Medium,Fusarium Wilt
banana,29.08,64.43,110.99,3.31,0.464,Medium,Panama Wilt
rice,26.94,57.56,30.63,12.12,0.407,Medium,Sheath Blight
pigeonpeas,19.49,43.34,132.19,9.9,0.424,Medium,Fusarium Wilt
mango,23.49,55.81,111.48,11.05,0.583,Medium,Powdery Mildew
muskmelon,34.64,100.0,66.52,6.94,0.632,Medium,Powdery Mildew
pomegranate,18.23,85.28,139.93,4.34,0.518,Medium,Fruit Rot
muskmelon,27.63,75.04,157.79,5.27,0.577,Medium,Downy Mildew
watermelon,17.51,80.96,279.29,16.39,0.725,High,Anthracnose
banana,29.56,65.7,63.15,7.83,0.443,Medium,Sigatoka Leaf Spot
mungbean,28.51,68.57,110.72,12.77,0.59,Medium,Yellow Mosaic Virus
coffee,27.78,85.64,108.81,8.05,0.668,High,Coffee Leaf Rust
pomegranate,35.71,73.02,27.49,8.58,0.553,Medium,Fruit Rot
banana,28.33,100.0,191.54,5.79,0.723,High,Panama Wilt
cotton,27.07,76.5,74.48,3.14,0.51,Medium,Leaf Curl Virus
mothbeans,25.54,57.37,97.14,3.31,0.414,Medium,Yellow Mosaic Virus
watermelon,21.76,66.18,244.47,11.56,0.623,Medium,Fusarium Wilt
apple,28.51,76.89,121.34,13.75,0.57,Medium,Apple Scab
jute,27.67,90.79,73.74,13.41,0.661,High,Stem Rot
pomegranate,28.36,75.82,26.33,6.51,0.53,Medium,Fruit Rot
blackgram,22.92,59.26,60.98,11.36,0.459,Medium,Leaf Crinkle
muskmelon,29.63,89.23,52.17,2.98,0.517,Medium,Downy Mildew
blackgram,32.0,51.41,48.14,14.31,0.533,Medium,Leaf Crinkle
banana,30.28,82.24,119.94,7.24,0.554,Medium,Sigatoka Leaf Spot
jute,30.7,76.49,91.9,4.92,0.602,Medium,Anthracnose
pomegranate,35.06,68.54,208.01,9.46,0.668,High,Fruit Rot
orange,27.38,73.68,84.71,7.52,0.522,Medium,Greening (HLB)
mothbeans,23.22,54.52,127.16,6.8,0.528,Medium,Yellow Mosaic Virus
orange,29.36,66.93,125.25,11.86,0.586,Medium,Greening (HLB)
lentil,33.45,70.37,40.39,10.03,0.518,Medium,Wilt
pigeonpeas,26.89,91.13,98.48,11.76,0.698,High,Fusarium Wilt
cotton,22.29,54.33,110.72,8.01,0.466,Medium,Leaf Curl Virus
rice,36.99,76.59,105.35,11.58,0.46,Medium,Sheath Blight
rice,26.34,53.03,190.52,5.86,0.447,Medium,Bacterial Leaf Blight
mungbean,29.3,79.54,105.42,1.72,0.437,Medium,Cercospora Leaf Spot
watermelon,26.03,61.89,179.93,9.91,0.59,Medium,Fusarium Wilt
muskmelon,27.48,68.15,250.05,1.64,0.599,Medium,Powdery Mildew
coconut,23.65,65.79,67.34,1.56,0.451,Medium,Leaf Blight
rice,28.26,68.95,58.81,6.39,0.506,Medium,Bacterial Leaf Blight
mothbeans,25.04,82.58,114.56,8.44,0.508,Medium,Powdery Mildew
blackgram,30.75,68.15,106.29,9.56,0.553,Medium,Leaf Crinkle
cotton,28.26,77.04,141.48,9.58,0.669,High,Bacterial Blight
cotton,21.0,52.68,59.63,9.03,0.496,Medium,Bacterial Blight
lentil,26.37,57.23,86.11,10.31,0.523,Medium,Wilt
coconut,21.87,69.16,114.96,3.22,0.543,Medium,Leaf Blight
grapes,24.0,71.99,203.72,7.49,0.524,Medium,Downy Mildew
jute,37.53,68.16,111.0,11.58,0.598,Medium,Anthracnose
watermelon,28.77,73.71,90.35,10.64,0.568,Medium,Anthracnose
cotton,30.19,85.85,107.0,2.45,0.521,Medium,Leaf Curl Virus
mango,23.76,64.47,78.31,3.36,0.478,Medium,Anthracnose
kidneybeans,24.95,58.17,281.4,15.63,0.739,High,Angular Leaf Spot
mungbean,30.52,72.0,11.93,9.76,0.558,Medium,Yellow Mosaic Virus
coconut,34.42,83.18,86.71,7.62,0.558,Medium,Bud Rot
maize,39.66,92.76,214.18,4.47,0.607,Medium,Gray Leaf Spot
watermelon,21.39,85.74,232.42,14.17,0.816,High,Fusarium Wilt
lentil,28.26,65.47,80.75,6.78,0.481,Medium,Wilt
orange,25.38,71.98,23.62,14.2,0.54,Medium,Greening (HLB)
coconut,27.76,71.29,68.67,11.9,0.517,Medium,Leaf Blight
chickpea,29.47,74.52,8.13,8.52,0.49,Medium,Ascochyta Blight
rice,28.92,87.0,38.37,13.93,0.6,Medium,Sheath Blight
chickpea,18.33,70.25,260.28,4.64,0.502,Medium,Ascochyta Blight
maize,23.8,71.75,82.8,9.94,0.561,Medium,Common Rust
mango,22.6,95.35,22.04,9.16,0.634,Medium,Powdery Mildew
mothbeans,29.3,100.0,155.51,6.77,0.6,Medium,Yellow Mosaic Virus
coconut,27.02,82.08,190.17,7.73,0.62,Medium,Bud Rot
lentil,32.18,73.59,13.75,5.37,0.436,Medium,Rust
papaya,23.06,84.58,83.44,8.65,0.578,Medium,Powdery Mildew
muskmelon,27.42,73.19,182.98,8.96,0.623,Medium,Downy Mildew
orange,26.12,69.61,49.52,8.52,0.576,Medium,Greening (HLB)
mango,26.91,61.48,105.6,7.12,0.526,Medium,Anthracnose
orange,25.37,58.62,160.17,13.2,0.579,Medium,Greening (HLB)
pomegranate,24.02,67.6,64.21,2.88,0.492,Medium,Bacterial Blight
pomegranate,36.69,75.62,16.76,12.82,0.537,Medium,Fruit Rot
pomegranate,39.76,76.53,68.44,2.12,0.48,Medium,Fruit Rot
blackgram,19.62,72.19,34.87,6.0,0.395,Medium,Leaf Crinkle
blackgram,27.24,77.94,53.32,7.98,0.522,Medium,Yellow Mosaic Virus
